LocationID,DateTime,Weather,WeatherCode,AirTempF,PrecipProbability,WindSpeedMph,WindDirectionDeg,WaterTempF,SwellHeightFt,SwellDirectionDeg,SwellPeriodSec,WaveEnergyKJ,TideHeightFt,DataType
DOCKWEILER_BEACH,2026-08-15 17:00:00,Partly Cloudy,1,72.8,0,12.3,272,73,2.362,203,12.85,171.1693348,1.337,Historical
DOCKWEILER_BEACH,2026-08-15 18:00:00,Partly Cloudy,2,72.3,0,11.2,271,73,2.362,203,12.8,169.8398693,1.12,Historical
DOCKWEILER_BEACH,2026-08-15 19:00:00,Partly Cloudy,2,70.7,0,11,271,72.9,2.362,203,12.7,167.1964875,1.44,Historical
DOCKWEILER_BEACH,2026-08-15 20:00:00,Cloudy,3,69.6,0,11.2,267,72.8,2.362,203,12.65,165.8825713,2.206,Historical
DOCKWEILER_BEACH,2026-08-15 21:00:00,Cloudy,3,68.9,0,9.4,267,72.7,2.362,203,12.6,164.5738382,3.209,Historical
DOCKWEILER_BEACH,2026-08-15 22:00:00,Cloudy,3,68.5,0,6.8,281,72.6,2.362,203,12.6,164.5738382,4.174,Historical
DOCKWEILER_BEACH,2026-08-15 23:00:00,Cloudy,3,67.3,0,5,280,72.5,2.362,203,12.6,164.5738382,4.84,Historical
DOCKWEILER_BEACH,2026-08-16 0:00:00,Sunny,0,67.3,0,4.5,267,72.4,2.362,203,12.55,163.2702881,5.021,Historical
DOCKWEILER_BEACH,2026-08-16 1:00:00,Cloudy,3,66,0,4.9,254,72.4,2.362,202,12.55,163.2702881,4.66,Historical
DOCKWEILER_BEACH,2026-08-16 2:00:00,Sunny,0,66.5,0,4.9,240,72.3,2.362,202,12.5,161.9719212,3.839,Historical
DOCKWEILER_BEACH,2026-08-16 3:00:00,Partly Cloudy,2,65.9,0,5.6,241,72.3,2.362,202,12.5,161.9719212,2.761,Historical
DOCKWEILER_BEACH,2026-08-16 4:00:00,Partly Cloudy,1,66.3,0,4.1,248,72.3,2.362,203,12.5,161.9719212,1.693,Historical
DOCKWEILER_BEACH,2026-08-16 5:00:00,Cloudy,3,68.5,0,1.6,236,72.3,2.362,203,12.5,161.9719212,0.898,Historical
DOCKWEILER_BEACH,2026-08-16 6:00:00,Cloudy,3,68.1,0,0.5,63,72.3,2.362,203,12.5,161.9719212,0.573,Historical
DOCKWEILER_BEACH,2026-08-16 7:00:00,Cloudy,3,67.9,0,3.2,115,72.4,2.362,203,12.5,161.9719212,0.797,Historical
DOCKWEILER_BEACH,2026-08-16 8:00:00,Cloudy,3,69.4,0,0.9,194,72.5,2.362,203,12.4,159.3907367,1.513,Historical
DOCKWEILER_BEACH,2026-08-16 9:00:00,Partly Cloudy,2,71.1,0,3.7,253,72.6,2.297,204,12.15,144.7219705,2.548,Historical
DOCKWEILER_BEACH,2026-08-16 10:00:00,Cloudy,3,71.6,0,5.1,268,72.6,2.165,204,11.85,122.296048,3.656,Historical
DOCKWEILER_BEACH,2026-08-16 11:00:00,Partly Cloudy,2,72.5,0,7.2,266,72.7,2.1,205,11.65,111.2116697,4.576,Historical
DOCKWEILER_BEACH,2026-08-16 12:00:00,Partly Cloudy,1,73.2,0,8.8,263,72.8,2.1,205,11.65,111.2116697,5.099,Historical
DOCKWEILER_BEACH,2026-08-16 13:00:00,Partly Cloudy,1,74.8,0,7.5,261,72.8,2.165,204,11.75,120.2406888,5.115,Historical
DOCKWEILER_BEACH,2026-08-16 14:00:00,Partly Cloudy,1,75.2,0,9.7,275,72.9,2.165,204,11.85,122.296048,4.64,Historical
DOCKWEILER_BEACH,2026-08-16 15:00:00,Partly Cloudy,1,74.3,0,12.7,279,73,2.165,204,11.95,124.3688255,3.806,Historical
DOCKWEILER_BEACH,2026-08-16 16:00:00,Partly Cloudy,1,74,0,12.6,277,73,2.165,205,12,125.4117461,2.827,Historical
DOCKWEILER_BEACH,2026-08-16 17:00:00,Partly Cloudy,2,72.8,0,12.6,276,73,2.165,205,11.7,119.2195411,1.946,Historical
DOCKWEILER_BEACH,2026-08-16 18:00:00,Sunny,0,72.4,0,11,266,73,2.165,213,10.75,100.6451035,1.373,Historical
DOCKWEILER_BEACH,2026-08-16 19:00:00,Partly Cloudy,1,71.3,0,10.2,255,72.9,2.1,221,9.5,73.95128436,1.231,Historical
DOCKWEILER_BEACH,2026-08-16 20:00:00,Partly Cloudy,1,69.9,0,5.8,266,72.8,2.1,229,8.6,60.60317995,1.531,Historical
DOCKWEILER_BEACH,2026-08-16 21:00:00,Sunny,0,68.9,0,5.1,232,72.7,2.1,229,8.5,59.20199772,2.169,Historical
DOCKWEILER_BEACH,2026-08-16 22:00:00,Partly Cloudy,2,68.1,0,7.3,236,72.6,2.165,228,8.75,66.67942229,2.956,Historical
DOCKWEILER_BEACH,2026-08-16 23:00:00,Sunny,0,68.9,0,8.7,258,72.5,2.165,228,8.6,64.41286625,3.671,Historical
DOCKWEILER_BEACH,2026-08-17 0:00:00,Cloudy,3,67,0,6.2,249,72.4,2.231,238,7.55,52.71727642,4.117,Historical
DOCKWEILER_BEACH,2026-08-17 1:00:00,Cloudy,3,69.1,0,6.3,253,72.4,2.297,247,6.15,37.07935261,4.176,Historical
DOCKWEILER_BEACH,2026-08-17 2:00:00,Cloudy,3,67.5,0,5.8,272,72.3,2.362,257,5.15,27.4937618,3.837,Historical
DOCKWEILER_BEACH,2026-08-17 3:00:00,Cloudy,3,67.3,0,3,63,72.2,2.297,258,4.95,24.02106781,3.195,Historical
DOCKWEILER_BEACH,2026-08-17 4:00:00,Cloudy,3,67.1,0,2.5,243,72.2,2.297,258,5.1,25.49894802,2.428,Historical
DOCKWEILER_BEACH,2026-08-17 5:00:00,Cloudy,3,67.7,0,3.8,225,72.2,2.231,259,5.3,25.97830437,1.745,Historical
DOCKWEILER_BEACH,2026-08-17 6:00:00,Cloudy,3,66.3,0,2.6,200,72.2,2.231,259,5.35,26.47077311,1.335,Historical
DOCKWEILER_BEACH,2026-08-17 7:00:00,Partly Cloudy,2,67.3,0,2.4,131,72.2,2.165,260,5.4,25.39587858,1.317,Historical
DOCKWEILER_BEACH,2026-08-17 8:00:00,Partly Cloudy,2,70.7,0,1.4,162,72.3,2.165,260,5.45,25.86834992,1.711,Historical
DOCKWEILER_BEACH,2026-08-17 9:00:00,Partly Cloudy,1,71.6,0,3.8,216,72.4,2.165,260,5.4,25.39587858,2.436,Historical
DOCKWEILER_BEACH,2026-08-17 10:00:00,Partly Cloudy,1,74.7,0,5.2,239,72.4,2.165,261,5.4,25.39587858,3.328,Historical
DOCKWEILER_BEACH,2026-08-17 11:00:00,Partly Cloudy,1,75.8,0,5.1,232,72.5,2.165,261,5.75,28.79462399,4.187,Historical
DOCKWEILER_BEACH,2026-08-17 12:00:00,Sunny,0,75.8,0,5.2,239,72.6,2.165,250,6.85,40.86550455,4.817,Historical
DOCKWEILER_BEACH,2026-08-17 13:00:00,Partly Cloudy,1,75.9,1,11.2,275,72.7,2.1,239,8.3,56.44879755,5.08,Historical
DOCKWEILER_BEACH,2026-08-17 14:00:00,Partly Cloudy,2,75.6,1,10.3,271,72.9,2.1,228,9.35,71.63441725,4.92,Historical
DOCKWEILER_BEACH,2026-08-17 15:00:00,Partly Cloudy,1,74,0,10.1,270,73,2.034,228,9.6,70.84419736,4.382,Historical
DOCKWEILER_BEACH,2026-08-17 16:00:00,Partly Cloudy,1,75.3,0,11.2,273,73,1.969,228,9.5,65.01275405,3.592,Historical
DOCKWEILER_BEACH,2026-08-17 17:00:00,Partly Cloudy,1,73.5,0,12.1,275,73,1.903,228,9.35,58.82483522,2.729,Historical
DOCKWEILER_BEACH,2026-08-17 18:00:00,Partly Cloudy,1,71.8,0,13.4,279,73,1.969,228,9.45,64.33021017,1.98,Historical
DOCKWEILER_BEACH,2026-08-17 19:00:00,Sunny,0,71.5,0,11.6,269,73,1.969,228,9.5,65.01275405,1.498,Historical
DOCKWEILER_BEACH,2026-08-17 20:00:00,Partly Cloudy,1,70,0,8.2,259,72.9,2.034,228,9.15,64.35821738,1.361,Historical
DOCKWEILER_BEACH,2026-08-17 21:00:00,Partly Cloudy,2,71.6,0,5.6,241,72.7,2.1,238,7.9,51.13905437,1.562,Historical
DOCKWEILER_BEACH,2026-08-17 22:00:00,Partly Cloudy,1,69.3,0,4,223,72.6,2.1,248,6.2,31.497921,2.012,Historical
DOCKWEILER_BEACH,2026-08-17 23:00:00,Partly Cloudy,2,68.1,0,4.8,158,72.5,2.165,258,5.4,25.39587858,2.564,Historical
DOCKWEILER_BEACH,2026-08-18 0:00:00,Partly Cloudy,2,66.5,0,2.9,189,72.4,2.165,248,6.35,35.11746619,3.06,Historical
DOCKWEILER_BEACH,2026-08-18 1:00:00,Cloudy,3,66.3,0,3.4,188,72.4,2.1,238,8.15,54.42691618,3.365,Historical
DOCKWEILER_BEACH,2026-08-18 2:00:00,Cloudy,3,67.5,0,1.2,202,72.3,2.1,228,9.2,69.35442336,3.409,Historical
DOCKWEILER_BEACH,2026-08-18 3:00:00,Cloudy,3,67.1,0,2.2,127,72.3,2.231,239,8.55,67.60694179,3.199,Historical
DOCKWEILER_BEACH,2026-08-18 4:00:00,Partly Cloudy,2,66.3,0,2.6,38,72.3,2.362,249,7.1,52.25602911,2.815,Historical
DOCKWEILER_BEACH,2026-08-18 5:00:00,Partly Cloudy,1,65.8,0,2.7,55,72.3,2.493,260,6,41.5725801,2.386,Historical
DOCKWEILER_BEACH,2026-08-18 6:00:00,Partly Cloudy,1,64.6,0,2.1,103,72.3,2.493,260,5.8,38.84726652,2.055,Historical
DOCKWEILER_BEACH,2026-08-18 7:00:00,Cloudy,3,65.4,0,3.4,90,72.4,2.428,261,6,39.43299708,1.939,Historical
DOCKWEILER_BEACH,2026-08-18 8:00:00,Partly Cloudy,2,70,0,2.1,167,72.5,2.428,261,6.15,41.42929255,2.1,Historical
DOCKWEILER_BEACH,2026-08-18 9:00:00,Partly Cloudy,1,72,0,2.7,265,72.6,2.362,261,6.15,39.20757114,2.528,Historical
DOCKWEILER_BEACH,2026-08-18 10:00:00,Partly Cloudy,2,73.2,0,5.4,268,72.7,2.362,262,6.15,39.20757114,3.147,Historical
DOCKWEILER_BEACH,2026-08-18 11:00:00,Partly Cloudy,1,74.3,0,6.8,259,72.8,2.297,262,6.15,37.07935261,3.83,Historical
DOCKWEILER_BEACH,2026-08-18 12:00:00,Sunny,0,75.9,1,5.7,261,72.9,2.231,262,6,33.2936617,4.433,Historical
DOCKWEILER_BEACH,2026-08-18 13:00:00,Sunny,0,76.1,1,6.2,255,73,2.1,261,5.8,27.5647779,4.826,Historical
DOCKWEILER_BEACH,2026-08-18 14:00:00,Sunny,0,78.9,1,6.1,260,73.1,2.034,261,6.05,28.13666161,4.92,Historical
DOCKWEILER_BEACH,2026-08-18 15:00:00,Sunny,0,77.5,0,8.3,264,73.3,1.903,248,7.35,36.35064956,4.693,Historical
DOCKWEILER_BEACH,2026-08-18 16:00:00,Sunny,0,75.9,0,11,277,73.4,1.706,234,9.1,44.78171888,4.185,Historical
DOCKWEILER_BEACH,2026-08-18 17:00:00,Sunny,0,75.4,0,9.9,267,73.4,1.575,221,9.95,45.6317578,3.495,Historical
DOCKWEILER_BEACH,2026-08-18 18:00:00,Sunny,0,74.8,0,8.6,255,73.4,1.706,234,9.05,44.29096402,2.755,Historical
DOCKWEILER_BEACH,2026-08-18 19:00:00,Sunny,0,71.6,0,9,263,73.3,1.837,248,7.25,32.95749894,2.1,Historical
DOCKWEILER_BEACH,2026-08-18 20:00:00,Partly Cloudy,1,70,0,9,273,73.1,1.969,261,5.9,25.07583344,1.638,Historical
DOCKWEILER_BEACH,2026-08-18 21:00:00,Cloudy,3,68.5,0,7.9,254,73,2.1,261,5.6,25.69653493,1.431,Historical
DOCKWEILER_BEACH,2026-08-18 22:00:00,Partly Cloudy,2,69.2,0,4.3,242,72.9,2.231,261,5.75,30.57699139,1.479,Historical
DOCKWEILER_BEACH,2026-08-18 23:00:00,Sunny,0,67.9,0,2.6,239,72.8,2.362,261,5.8,34.87190675,1.727,Historical
DOCKWEILER_BEACH,2026-08-19 0:00:00,Partly Cloudy,1,66.7,0,1.6,188,72.7,2.428,261,5.45,32.53496099,2.083,Forecast
DOCKWEILER_BEACH,2026-08-19 1:00:00,Partly Cloudy,2,65.8,0,2,180,72.6,2.493,260,4.95,28.29533733,2.441,Forecast
DOCKWEILER_BEACH,2026-08-19 2:00:00,Partly Cloudy,1,65.3,0,3.4,157,72.6,2.559,260,4.6,25.74637889,2.712,Forecast
DOCKWEILER_BEACH,2026-08-19 3:00:00,Partly Cloudy,1,64.3,0,2.6,128,72.5,2.559,260,4.55,25.18971687,2.844,Forecast
DOCKWEILER_BEACH,2026-08-19 4:00:00,Sunny,0,64.1,0,1.4,198,72.5,2.559,261,4.65,26.30912465,2.836,Forecast
DOCKWEILER_BEACH,2026-08-19 5:00:00,Sunny,0,64.4,0,5,243,72.5,2.559,261,4.85,28.62094506,2.728,Forecast
DOCKWEILER_BEACH,2026-08-19 6:00:00,Sunny,0,64.8,0,5.6,236,72.5,2.493,261,5.3,32.43816042,2.594,Forecast
DOCKWEILER_BEACH,2026-08-19 7:00:00,Sunny,0,65.2,0,2.3,209,72.6,2.428,260,5.85,37.48599285,2.517,Forecast
DOCKWEILER_BEACH,2026-08-19 8:00:00,Cloudy,3,70.3,0,0.8,56,72.7,2.362,260,6.15,39.20757114,2.561,Forecast
DOCKWEILER_BEACH,2026-08-19 9:00:00,Partly Cloudy,1,73.5,0,0.9,315,72.8,2.362,260,5.8,34.87190675,2.763,Forecast
DOCKWEILER_BEACH,2026-08-19 10:00:00,Sunny,0,77,0,2.2,217,72.9,2.362,261,5.15,27.4937618,3.114,Forecast
DOCKWEILER_BEACH,2026-08-19 11:00:00,Sunny,0,77.9,0,6.5,264,73,2.362,261,4.8,23.88373161,3.567,Forecast
DOCKWEILER_BEACH,2026-08-19 12:00:00,Sunny,0,78.5,1,6.6,260,73,2.297,261,5,24.50879279,4.042,Forecast
DOCKWEILER_BEACH,2026-08-19 13:00:00,Partly Cloudy,2,78.4,1,8.1,267,73.2,2.231,261,5.45,27.46958296,4.45,Forecast
DOCKWEILER_BEACH,2026-08-19 14:00:00,Sunny,0,76.9,1,10.9,279,73.3,2.165,261,6.15,32.94017893,4.704,Forecast
DOCKWEILER_BEACH,2026-08-19 15:00:00,Sunny,0,76.2,1,11.2,273,73.5,2.1,249,7.4,44.87060755,4.743,Forecast
DOCKWEILER_BEACH,2026-08-19 16:00:00,Partly Cloudy,1,75.8,0,10.5,270,73.6,1.969,238,8.85,56.42062525,4.542,Forecast
DOCKWEILER_BEACH,2026-08-19 17:00:00,Partly Cloudy,1,75.2,0,9.5,262,73.6,1.903,226,9.5,60.72740289,4.119,Forecast
DOCKWEILER_BEACH,2026-08-19 18:00:00,Partly Cloudy,2,73.4,0,8.4,253,73.5,1.969,237,8.6,53.27804199,3.532,Forecast
DOCKWEILER_BEACH,2026-08-19 19:00:00,Partly Cloudy,1,71.2,0,7.4,245,73.4,2.1,249,6.9,39.01186314,2.87,Forecast
DOCKWEILER_BEACH,2026-08-19 20:00:00,Sunny,0,69.6,0,6.8,226,73.3,2.165,260,5.5,26.34517583,2.232,Forecast
DOCKWEILER_BEACH,2026-08-19 21:00:00,Sunny,0,68.9,0,6.2,206,73.1,2.297,259,4.8,22.58730343,1.712,Forecast
DOCKWEILER_BEACH,2026-08-19 22:00:00,Sunny,0,68.2,0,5.6,187,73,2.362,259,4.35,19.61544755,1.378,Forecast
DOCKWEILER_BEACH,2026-08-19 23:00:00,Sunny,0,67.6,0,3.7,166,72.9,2.493,258,4.1,19.41208532,1.261,Forecast
DOCKWEILER_BEACH,2026-08-20 0:00:00,Sunny,0,66.5,0,0,270,72.8,2.493,258,4.1,19.41208532,1.349,Forecast
DOCKWEILER_BEACH,2026-08-20 1:00:00,Sunny,0,65.3,0,4.5,9,72.7,2.428,258,4.3,20.25322544,1.592,Forecast
DOCKWEILER_BEACH,2026-08-20 2:00:00,Sunny,0,64.3,0,4.1,13,72.7,2.428,258,4.45,21.69088679,1.922,Forecast
DOCKWEILER_BEACH,2026-08-20 3:00:00,Sunny,0,63.6,0,3.6,86,72.6,2.428,259,4.5,22.18106086,2.264,Forecast
DOCKWEILER_BEACH,2026-08-20 4:00:00,Sunny,0,63,0,4.1,84,72.6,2.362,259,4.55,21.46063167,2.556,Forecast
DOCKWEILER_BEACH,2026-08-20 5:00:00,Sunny,0,62.5,0,4,47,72.6,2.362,260,4.6,21.93488546,2.765,Forecast
DOCKWEILER_BEACH,2026-08-20 6:00:00,Sunny,0,62,0,3.9,80,72.6,2.297,260,4.55,20.29573131,2.887,Forecast
DOCKWEILER_BEACH,2026-08-20 7:00:00,Sunny,0,63.4,0,3.8,90,72.7,2.231,260,4.5,18.72768471,2.947,Forecast
DOCKWEILER_BEACH,2026-08-20 8:00:00,Sunny,0,70,0,3.4,82,72.7,2.165,260,4.6,18.42855935,2.986,Forecast
DOCKWEILER_BEACH,2026-08-20 9:00:00,Sunny,0,75.2,0,2.4,139,72.8,2.1,261,4.95,20.07746643,3.053,Forecast
DOCKWEILER_BEACH,2026-08-20 10:00:00,Sunny,0,79.4,0,3,216,72.9,2.1,261,5.4,23.89384434,3.186,Forecast
DOCKWEILER_BEACH,2026-08-20 11:00:00,Cloudy,3,79.7,1,6.9,241,73,2.034,262,5.75,25.41543267,3.404,Forecast
DOCKWEILER_BEACH,2026-08-20 12:00:00,Cloudy,3,78.2,1,7.9,248,73.3,1.969,262,5.7,23.40459146,3.698,Forecast
DOCKWEILER_BEACH,2026-08-20 13:00:00,Cloudy,3,77.9,1,9,240,73.6,1.903,262,5.55,20.72638036,4.034,Forecast
DOCKWEILER_BEACH,2026-08-20 14:00:00,Cloudy,3,77.1,1,9.2,257,73.9,1.837,262,5.75,20.7306979,4.353,Forecast
DOCKWEILER_BEACH,2026-08-20 15:00:00,Cloudy,3,76.2,1,8.5,264,74.3,1.772,249,6.6,25.41412883,4.585,Forecast
DOCKWEILER_BEACH,2026-08-20 16:00:00,Cloudy,3,75.1,1,8.4,254,74.6,1.706,237,7.85,33.32401246,4.665,Forecast
DOCKWEILER_BEACH,2026-08-20 17:00:00,Cloudy,3,73.5,2,7.9,248,74.7,1.64,224,9,40.47926665,4.542,Forecast
DOCKWEILER_BEACH,2026-08-20 18:00:00,Sunny,0,72,2,7.3,252,74.7,1.64,216,10.05,50.47539667,4.2,Forecast
DOCKWEILER_BEACH,2026-08-20 19:00:00,Partly Cloudy,2,70.4,2,4.3,279,74.5,1.575,207,11.05,56.27889909,3.664,Forecast
DOCKWEILER_BEACH,2026-08-20 20:00:00,Cloudy,3,68.9,1,3.2,262,74.3,1.575,199,11.75,63.63510579,2.995,Forecast
DOCKWEILER_BEACH,2026-08-20 21:00:00,Sunny,0,68,1,3.2,219,74,1.575,200,12.05,66.92604037,2.288,Forecast
DOCKWEILER_BEACH,2026-08-20 22:00:00,Sunny,0,66.9,1,1.1,233,73.9,1.575,201,12.05,66.92604037,1.648,Forecast
DOCKWEILER_BEACH,2026-08-20 23:00:00,Sunny,0,65.9,0,2,63,73.7,1.575,202,11.75,63.63510579,1.174,Forecast
