LocationID,DateTime,Weather,WeatherCode,AirTempF,PrecipProbability,WindSpeedMph,WindDirectionDeg,WaterTempF,SwellHeightFt,SwellDirectionDeg,SwellPeriodSec,WaveEnergyKJ,TideHeightFt,DataType
64TH_PLACE,2026-08-14 0:00:00,Cloudy,3,69.2,0,5,257,72.3,1.706,202,11.75,74.66098373,5.361,Historical
64TH_PLACE,2026-08-14 1:00:00,Cloudy,3,69.1,0,3,257,72.2,1.706,202,11.7,74.02692304,3.973,Historical
64TH_PLACE,2026-08-14 2:00:00,Cloudy,3,69.4,0,2.7,261,72.2,1.706,202,11.65,73.39556624,2.322,Historical
64TH_PLACE,2026-08-14 3:00:00,Cloudy,3,69.3,0,3.2,304,72.1,1.706,202,11.6,72.76691332,0.772,Historical
64TH_PLACE,2026-08-14 4:00:00,Cloudy,3,69.9,0,2.2,307,72.1,1.706,202,11.5,71.51771914,-0.337,Historical
64TH_PLACE,2026-08-14 5:00:00,Cloudy,3,70,0,1.7,293,72.1,1.706,202,11.4,70.27934048,-0.772,Historical
64TH_PLACE,2026-08-14 6:00:00,Cloudy,3,69.7,0,2.6,218,72.1,1.706,201,11.2,67.83502978,-0.462,Historical
64TH_PLACE,2026-08-14 7:00:00,Cloudy,3,69.6,0,2.1,238,72.2,1.706,199,10.95,64.84047878,0.49,Historical
64TH_PLACE,2026-08-14 8:00:00,Cloudy,3,71.1,0,0.7,198,72.2,1.706,198,10.85,63.66158557,1.83,Historical
64TH_PLACE,2026-08-14 9:00:00,Cloudy,3,72.9,0,1.6,124,72.3,1.706,197,10.95,64.84047878,3.225,Historical
64TH_PLACE,2026-08-14 10:00:00,Cloudy,3,72.3,0,3.7,197,72.4,1.64,196,11.2,62.68789147,4.341,Historical
64TH_PLACE,2026-08-14 11:00:00,Cloudy,3,74.2,0,5.2,200,72.5,1.64,195,11.4,64.9467345,4.927,Historical
64TH_PLACE,2026-08-14 12:00:00,Partly Cloudy,2,76.3,0,8.1,217,72.6,1.64,196,11.45,65.51769206,4.875,Historical
64TH_PLACE,2026-08-14 13:00:00,Sunny,0,78.7,0,9.5,221,72.7,1.64,196,11.4,64.9467345,4.245,Historical
64TH_PLACE,2026-08-14 14:00:00,Sunny,0,79.1,0,8.9,217,72.9,1.64,197,11.4,64.9467345,3.244,Historical
64TH_PLACE,2026-08-14 15:00:00,Sunny,0,78.7,0,10,226,73,1.64,196,11.4,64.9467345,2.174,Historical
64TH_PLACE,2026-08-14 16:00:00,Sunny,0,79.7,0,10.6,229,73,1.575,195,11.45,60.42713595,1.348,Historical
64TH_PLACE,2026-08-14 17:00:00,Sunny,0,79.3,0,9,261,73,1.575,194,11.7,63.09468271,1.01,Historical
64TH_PLACE,2026-08-14 18:00:00,Partly Cloudy,1,77.5,0,8.1,272,73,1.706,194,12.45,83.8217411,1.272,Historical
64TH_PLACE,2026-08-14 19:00:00,Partly Cloudy,2,74.4,0,7.6,294,72.9,1.772,194,13.45,105.5436052,2.078,Historical
64TH_PLACE,2026-08-14 20:00:00,Sunny,0,72,0,7.1,298,72.8,1.903,194,14.05,132.8281568,3.226,Historical
64TH_PLACE,2026-08-14 21:00:00,Partly Cloudy,1,70.2,0,6.5,297,72.6,1.969,194,13.9,139.1813209,4.416,Historical
64TH_PLACE,2026-08-14 22:00:00,Sunny,0,70,0,4.7,295,72.4,2.034,194,13.4,138.0293411,5.327,Historical
64TH_PLACE,2026-08-14 23:00:00,Partly Cloudy,1,68.7,0,2.4,304,72.3,2.1,194,13,138.4794134,5.707,Historical
64TH_PLACE,2026-08-15 0:00:00,Partly Cloudy,1,69,0,2.2,315,72.2,2.1,194,12.9,136.3571549,5.435,Historical
64TH_PLACE,2026-08-15 1:00:00,Cloudy,3,68.8,0,0.7,288,72.1,2.165,195,12.95,146.0546066,4.552,Historical
64TH_PLACE,2026-08-15 2:00:00,Cloudy,3,69.6,0,3,283,72.1,2.165,195,13,147.1846187,3.255,Historical
64TH_PLACE,2026-08-15 3:00:00,Cloudy,3,69.6,0,1.4,309,72,2.165,195,13,147.1846187,1.842,Historical
64TH_PLACE,2026-08-15 4:00:00,Cloudy,3,70.6,0,3.2,335,71.9,2.165,196,13,147.1846187,0.642,Historical
64TH_PLACE,2026-08-15 5:00:00,Cloudy,3,71.5,0,2.7,265,71.9,2.165,196,13.05,148.3189853,-0.07,Historical
64TH_PLACE,2026-08-15 6:00:00,Cloudy,3,71,0,2.6,250,71.9,2.165,196,13.1,149.4577066,-0.14,Historical
64TH_PLACE,2026-08-15 7:00:00,Cloudy,3,71,0,4.1,248,72,2.231,197,13.2,161.1413226,0.432,Historical
64TH_PLACE,2026-08-15 8:00:00,Cloudy,3,71.8,0,1.8,240,72.1,2.231,197,13.2,161.1413226,1.493,Historical
64TH_PLACE,2026-08-15 9:00:00,Cloudy,3,71.3,0,2.5,225,72.2,2.231,196,13.1,158.7090357,2.777,Historical
64TH_PLACE,2026-08-15 10:00:00,Cloudy,3,73.4,0,2.9,238,72.3,2.231,196,13,156.2952452,3.972,Historical
64TH_PLACE,2026-08-15 11:00:00,Partly Cloudy,1,75.3,0,8.6,221,72.4,2.231,195,12.9,153.8999512,4.801,Historical
64TH_PLACE,2026-08-15 12:00:00,Sunny,0,78,0,9.7,226,72.5,2.231,197,12.95,155.0952862,5.081,Historical
64TH_PLACE,2026-08-15 13:00:00,Sunny,0,79.8,0,10.4,233,72.5,2.297,200,13,165.6794393,4.775,Historical
64TH_PLACE,2026-08-15 14:00:00,Sunny,0,82,0,9.3,255,72.6,2.297,202,13.05,166.9563474,3.99,Historical
64TH_PLACE,2026-08-15 15:00:00,Sunny,0,82.8,0,9.1,259,72.6,2.297,202,13,165.6794393,2.954,Historical
64TH_PLACE,2026-08-15 16:00:00,Partly Cloudy,1,81.4,0,8.1,275,72.6,2.297,202,12.9,163.1403283,1.95,Historical
64TH_PLACE,2026-08-15 17:00:00,Sunny,0,79.7,0,7.9,277,72.6,2.297,202,12.85,161.8781255,1.247,Historical
64TH_PLACE,2026-08-15 18:00:00,Sunny,0,78.3,0,8,288,72.5,2.297,202,12.8,160.6208244,1.03,Historical
64TH_PLACE,2026-08-15 19:00:00,Sunny,0,75.4,0,7.6,302,72.4,2.231,202,12.8,151.5231537,1.35,Historical
64TH_PLACE,2026-08-15 20:00:00,Sunny,0,71.6,0,6.1,294,72.2,2.231,202,12.75,150.3416911,2.116,Historical
64TH_PLACE,2026-08-15 21:00:00,Sunny,0,70.1,0,5.2,310,72.1,2.297,200,12.7,158.1209276,3.119,Historical
64TH_PLACE,2026-08-15 22:00:00,Sunny,0,69.4,0,5.4,318,72,2.297,197,12.6,155.6406377,4.084,Historical
64TH_PLACE,2026-08-15 23:00:00,Sunny,0,69,0,4.3,317,71.9,2.362,195,12.55,163.2702881,4.75,Historical
64TH_PLACE,2026-08-16 0:00:00,Partly Cloudy,1,68.1,0,3.1,300,71.8,2.362,195,12.5,161.9719212,4.931,Historical
64TH_PLACE,2026-08-16 1:00:00,Sunny,0,68.1,0,3.2,315,71.7,2.297,195,12.5,153.1799549,4.57,Historical
64TH_PLACE,2026-08-16 2:00:00,Partly Cloudy,1,67.1,0,2.6,290,71.6,2.297,195,12.5,153.1799549,3.749,Historical
64TH_PLACE,2026-08-16 3:00:00,Partly Cloudy,1,65.6,0,3.7,253,71.5,2.297,197,12.55,154.4078454,2.671,Historical
64TH_PLACE,2026-08-16 4:00:00,Partly Cloudy,1,66.1,0,2.9,274,71.5,2.231,200,12.6,146.8250481,1.603,Historical
64TH_PLACE,2026-08-16 5:00:00,Cloudy,3,65.9,0,0.9,360,71.5,2.231,202,12.65,147.9926383,0.808,Historical
64TH_PLACE,2026-08-16 6:00:00,Partly Cloudy,2,67.2,0,0.9,104,71.5,2.231,202,12.65,147.9926383,0.483,Historical
64TH_PLACE,2026-08-16 7:00:00,Cloudy,3,68.2,0,0.5,153,71.6,2.165,202,12.6,138.2664501,0.707,Historical
64TH_PLACE,2026-08-16 8:00:00,Cloudy,3,69.5,0,0.9,346,71.8,2.165,202,12.55,137.1712746,1.423,Historical
64TH_PLACE,2026-08-16 9:00:00,Cloudy,3,71,0,3.2,219,71.9,2.165,202,12.45,134.9939873,2.458,Historical
64TH_PLACE,2026-08-16 10:00:00,Cloudy,3,73.4,0,7.9,209,72,2.1,203,12.3,123.9677541,3.566,Historical
64TH_PLACE,2026-08-16 11:00:00,Partly Cloudy,1,74.5,0,8,210,72.1,2.1,203,12.15,120.962587,4.486,Historical
64TH_PLACE,2026-08-16 12:00:00,Partly Cloudy,1,77,0,9,224,72.1,2.1,203,12.05,118.9796273,5.009,Historical
64TH_PLACE,2026-08-16 13:00:00,Sunny,0,81.2,0,7.8,237,72.2,2.034,203,12,110.6940584,5.025,Historical
64TH_PLACE,2026-08-16 14:00:00,Sunny,0,84.2,0,6.7,268,72.2,2.034,203,11.95,109.7735297,4.55,Historical
64TH_PLACE,2026-08-16 15:00:00,Sunny,0,85.1,0,9.2,267,72.3,2.034,201,11.95,109.7735297,3.716,Historical
64TH_PLACE,2026-08-16 16:00:00,Sunny,0,83.1,0,8.9,307,72.3,2.034,199,11.95,109.7735297,2.737,Historical
64TH_PLACE,2026-08-16 17:00:00,Sunny,0,81.9,0,9.4,322,72.3,2.034,197,11.95,109.7735297,1.856,Historical
64TH_PLACE,2026-08-16 18:00:00,Sunny,0,80,0,7.3,310,72.2,1.969,199,11.9,102.0105939,1.283,Historical
64TH_PLACE,2026-08-16 19:00:00,Sunny,0,75.8,0,7,312,72.1,1.903,200,11.75,92.89946882,1.141,Historical
64TH_PLACE,2026-08-16 20:00:00,Sunny,0,73.6,0,5.8,337,72,1.837,202,11.6,84.37119728,1.441,Historical
64TH_PLACE,2026-08-16 21:00:00,Sunny,0,71,0,4.5,307,71.9,1.969,212,11.4,93.61836583,2.079,Historical
64TH_PLACE,2026-08-16 22:00:00,Sunny,0,70.8,0,0.5,153,71.7,2.034,222,11.15,95.56779217,2.866,Historical
64TH_PLACE,2026-08-16 23:00:00,Sunny,0,69.1,0,0.2,180,71.6,2.165,232,10.7,99.71104728,3.581,Historical
64TH_PLACE,2026-08-17 0:00:00,Partly Cloudy,1,67.7,0,5.1,214,71.5,2.231,232,9.8,88.82009083,4.027,Historical
64TH_PLACE,2026-08-17 1:00:00,Sunny,0,68.1,0,0.9,135,71.4,2.297,231,8.7,74.20282105,4.086,Historical
64TH_PLACE,2026-08-17 2:00:00,Sunny,0,67.3,0,4.3,62,71.3,2.362,231,8.1,68.01265761,3.747,Historical
64TH_PLACE,2026-08-17 3:00:00,Sunny,0,66.4,0,2.9,81,71.2,2.297,231,8.55,71.66616099,3.105,Historical
64TH_PLACE,2026-08-17 4:00:00,Sunny,0,65.8,0,3.6,30,71.2,2.231,231,9.45,82.58908956,2.338,Historical
64TH_PLACE,2026-08-17 5:00:00,Sunny,0,65.5,0,2.2,307,71.2,2.165,231,10,87.09149033,1.655,Historical
64TH_PLACE,2026-08-17 6:00:00,Sunny,0,64.6,0,1.9,21,71.2,2.231,231,9.65,86.12191699,1.245,Historical
64TH_PLACE,2026-08-17 7:00:00,Cloudy,3,66.3,0,2.3,343,71.2,2.297,231,8.95,78.52862297,1.227,Historical
64TH_PLACE,2026-08-17 8:00:00,Partly Cloudy,2,70.3,0,3.4,356,71.3,2.362,231,8.45,74.01728067,1.621,Historical
64TH_PLACE,2026-08-17 9:00:00,Partly Cloudy,1,71.9,0,2.6,239,71.5,2.362,231,8.4,73.14392807,2.346,Historical
64TH_PLACE,2026-08-17 10:00:00,Partly Cloudy,1,76.5,0,3.3,222,71.6,2.362,232,8.55,75.77953517,3.238,Historical
64TH_PLACE,2026-08-17 11:00:00,Partly Cloudy,1,78.6,0,4.3,219,71.7,2.362,232,8.7,78.46179019,4.097,Historical
64TH_PLACE,2026-08-17 12:00:00,Sunny,0,80.3,0,7.3,211,71.8,2.297,232,8.65,73.35236594,4.727,Historical
64TH_PLACE,2026-08-17 13:00:00,Sunny,0,80.4,0,10.1,217,71.9,2.231,232,8.65,69.19763896,4.99,Historical
64TH_PLACE,2026-08-17 14:00:00,Sunny,0,84.2,0,5.5,282,72,2.165,232,8.85,68.21223252,4.83,Historical
64TH_PLACE,2026-08-17 15:00:00,Sunny,0,87.2,0,8.5,297,72.1,2.1,232,9.7,77.09779884,4.292,Historical
64TH_PLACE,2026-08-17 16:00:00,Sunny,0,86.2,0,8.2,313,72.1,1.969,231,10.8,84.02313166,3.502,Historical
64TH_PLACE,2026-08-17 17:00:00,Sunny,0,83.6,0,7.9,310,72.1,1.903,231,11.35,86.68205937,2.639,Historical
64TH_PLACE,2026-08-17 18:00:00,Sunny,0,79.6,0,10.8,312,72,1.969,231,10.75,83.2469406,1.89,Historical
64TH_PLACE,2026-08-17 19:00:00,Sunny,0,76,0,8.1,312,71.9,1.969,230,9.65,67.08199655,1.408,Historical
64TH_PLACE,2026-08-17 20:00:00,Sunny,0,73.3,0,5.1,331,71.7,2.034,230,8.75,58.85426281,1.271,Historical
64TH_PLACE,2026-08-17 21:00:00,Partly Cloudy,1,72.2,0,2.1,212,71.6,2.165,230,8.6,64.41286625,1.472,Historical
64TH_PLACE,2026-08-17 22:00:00,Partly Cloudy,1,70.8,0,2.9,99,71.4,2.231,229,8.75,70.80683261,1.922,Historical
64TH_PLACE,2026-08-17 23:00:00,Sunny,0,69.9,0,3,144,71.3,2.362,229,8.5,74.89581637,2.474,Historical
64TH_PLACE,2026-08-18 0:00:00,Partly Cloudy,2,68,0,3.4,184,71.2,2.362,241,7.45,57.53501797,2.97,Historical
64TH_PLACE,2026-08-18 1:00:00,Partly Cloudy,2,67.9,0,2.9,122,71.2,2.362,254,6.05,37.94289438,3.275,Historical
64TH_PLACE,2026-08-18 2:00:00,Cloudy,3,66.9,0,4.7,275,71.2,2.362,266,5.1,26.96249389,3.319,Historical
64TH_PLACE,2026-08-18 3:00:00,Cloudy,3,66.1,0,0.6,315,71.1,2.362,265,4.95,25.3997888,3.109,Historical
64TH_PLACE,2026-08-18 4:00:00,Sunny,0,66.4,0,3.4,82,71.1,2.362,263,5.2,28.0302128,2.725,Historical
64TH_PLACE,2026-08-18 5:00:00,Partly Cloudy,2,65.8,0,3.5,50,71.1,2.362,262,5.45,30.79021434,2.296,Historical
64TH_PLACE,2026-08-18 6:00:00,Partly Cloudy,1,65,0,2.6,345,71.2,2.428,264,5.5,33.13467116,1.965,Historical
64TH_PLACE,2026-08-18 7:00:00,Cloudy,3,67.3,0,1.9,54,71.2,2.428,267,5.55,33.73985812,1.849,Historical
64TH_PLACE,2026-08-18 8:00:00,Cloudy,3,70.8,0,2.5,90,71.3,2.493,269,5.9,40.19837537,2.01,Historical
64TH_PLACE,2026-08-18 9:00:00,Cloudy,3,72.1,0,2,153,71.5,2.428,257,6.9,52.15013863,2.438,Historical
64TH_PLACE,2026-08-18 10:00:00,Partly Cloudy,2,75.7,0,4.2,212,71.7,2.428,244,8.2,73.65207565,3.057,Historical
64TH_PLACE,2026-08-18 11:00:00,Partly Cloudy,1,78.3,0,6.7,222,71.8,2.362,232,9.15,86.78844271,3.74,Historical
64TH_PLACE,2026-08-18 12:00:00,Partly Cloudy,1,79.2,1,8.1,208,71.9,2.297,232,9.35,85.7047975,4.343,Historical
64TH_PLACE,2026-08-18 13:00:00,Sunny,0,80.4,0,10,209,72.1,2.231,231,9.15,77.42857199,4.736,Historical
64TH_PLACE,2026-08-18 14:00:00,Partly Cloudy,1,83,0,9.9,211,72.2,2.165,231,9,70.54410717,4.83,Historical
64TH_PLACE,2026-08-18 15:00:00,Sunny,0,85.3,0,8.9,233,72.3,2.1,231,9.05,67.11130268,4.603,Historical
64TH_PLACE,2026-08-18 16:00:00,Sunny,0,88.9,0,7.8,258,72.4,2.1,232,9.1,67.85491255,4.095,Historical
64TH_PLACE,2026-08-18 17:00:00,Sunny,0,86.1,0,7,310,72.4,2.034,232,9.15,64.35821738,3.405,Historical
64TH_PLACE,2026-08-18 18:00:00,Sunny,0,84,0,8.1,309,72.3,2.034,232,9.3,66.48561881,2.665,Historical
64TH_PLACE,2026-08-18 19:00:00,Sunny,0,80.4,0,8.1,323,72.2,2.034,231,9.45,68.64761214,2.01,Historical
64TH_PLACE,2026-08-18 20:00:00,Sunny,0,74.4,0,8.2,325,72.1,2.034,231,9.15,64.35821738,1.548,Historical
64TH_PLACE,2026-08-18 21:00:00,Sunny,0,72.8,0,5.1,315,71.9,2.231,243,8.05,59.93090312,1.341,Historical
64TH_PLACE,2026-08-18 22:00:00,Sunny,0,71.3,0,0,270,71.7,2.362,256,6.5,43.7972075,1.389,Historical
64TH_PLACE,2026-08-18 23:00:00,Sunny,0,70.1,0,2.2,180,71.6,2.559,268,5.4,35.48035957,1.637,Historical
64TH_PLACE,2026-08-19 0:00:00,Partly Cloudy,2,69.9,0,1.4,81,71.5,2.559,268,5.2,32.90085469,1.993,Forecast
64TH_PLACE,2026-08-19 1:00:00,Partly Cloudy,2,69.1,0,3.1,120,71.4,2.625,267,5.45,38.02870539,2.351,Forecast
64TH_PLACE,2026-08-19 2:00:00,Partly Cloudy,2,67.7,0,3.7,163,71.3,2.625,267,5.7,41.59759745,2.622,Forecast
64TH_PLACE,2026-08-19 3:00:00,Sunny,0,66.4,0,3.4,247,71.2,2.625,267,5.8,43.06996547,2.754,Forecast
64TH_PLACE,2026-08-19 4:00:00,Sunny,0,67,0,1.4,9,71.2,2.625,268,5.85,43.81575188,2.746,Forecast
64TH_PLACE,2026-08-19 5:00:00,Sunny,0,66.8,0,2.2,24,71.2,2.625,268,5.85,43.81575188,2.638,Forecast
64TH_PLACE,2026-08-19 6:00:00,Sunny,0,65.6,0,3.5,333,71.3,2.625,268,5.6,40.15083583,2.504,Forecast
64TH_PLACE,2026-08-19 7:00:00,Sunny,0,66,0,2.7,48,71.3,2.625,268,5.25,35.28882055,2.427,Forecast
64TH_PLACE,2026-08-19 8:00:00,Partly Cloudy,2,70.8,0,2.6,52,71.5,2.625,268,5.1,33.30112372,2.471,Forecast
64TH_PLACE,2026-08-19 9:00:00,Partly Cloudy,2,74.4,0,1.4,129,71.6,2.559,268,5.3,34.17843965,2.673,Forecast
64TH_PLACE,2026-08-19 10:00:00,Sunny,0,76.2,0,4,183,71.8,2.559,268,5.7,39.53212902,3.024,Forecast
64TH_PLACE,2026-08-19 11:00:00,Sunny,0,78,0,5.9,200,71.9,2.493,268,6,41.5725801,3.477,Forecast
64TH_PLACE,2026-08-19 12:00:00,Sunny,0,80.5,0,6.4,205,72.1,2.428,268,5.9,38.12951745,3.952,Forecast
64TH_PLACE,2026-08-19 13:00:00,Sunny,0,83.6,0,7.3,214,72.2,2.297,269,5.7,31.85162711,4.36,Forecast
64TH_PLACE,2026-08-19 14:00:00,Sunny,0,86.9,0,8.9,219,72.4,2.231,269,6,33.2936617,4.614,Forecast
64TH_PLACE,2026-08-19 15:00:00,Partly Cloudy,1,92,0,7.1,288,72.5,2.1,256,7.6,47.32882199,4.653,Forecast
64TH_PLACE,2026-08-19 16:00:00,Sunny,0,90,0,6.4,295,72.7,2.034,242,9.65,71.58407952,4.452,Forecast
64TH_PLACE,2026-08-19 17:00:00,Sunny,0,87.2,0,6.3,305,72.7,1.903,229,10.65,76.31971029,4.029,Forecast
64TH_PLACE,2026-08-19 18:00:00,Sunny,0,83.9,0,5.7,309,72.6,1.969,244,9.4,63.65126812,3.442,Forecast
64TH_PLACE,2026-08-19 19:00:00,Sunny,0,80.3,0,4.4,315,72.4,2.1,260,7.05,40.72646771,2.78,Forecast
64TH_PLACE,2026-08-19 20:00:00,Sunny,0,75.5,0,2.1,252,72.2,2.165,275,5.3,24.46399963,2.142,Forecast
64TH_PLACE,2026-08-19 21:00:00,Sunny,0,72,0,5.7,219,72,2.231,272,4.9,22.20502271,1.622,Forecast
64TH_PLACE,2026-08-19 22:00:00,Sunny,0,70.9,0,6.3,215,71.8,2.362,268,5.05,26.43640909,1.288,Forecast
64TH_PLACE,2026-08-19 23:00:00,Sunny,0,70.1,0,5.2,220,71.6,2.428,265,5.25,30.19088839,1.171,Forecast
64TH_PLACE,2026-08-20 0:00:00,Sunny,0,69.6,0,2.4,202,71.5,2.428,265,5.35,31.35197108,1.259,Forecast
64TH_PLACE,2026-08-20 1:00:00,Partly Cloudy,1,69.1,0,4,137,71.4,2.428,266,5.45,32.53496099,1.502,Forecast
64TH_PLACE,2026-08-20 2:00:00,Sunny,0,68.4,0,1.8,104,71.3,2.428,266,5.55,33.73985812,1.832,Forecast
64TH_PLACE,2026-08-20 3:00:00,Partly Cloudy,1,68.1,0,3.4,157,71.2,2.428,267,5.6,34.3505219,2.174,Forecast
64TH_PLACE,2026-08-20 4:00:00,Partly Cloudy,1,67.8,0,2.7,66,71.2,2.362,267,5.6,32.50841248,2.466,Forecast
64TH_PLACE,2026-08-20 5:00:00,Partly Cloudy,1,67.5,0,3.2,34,71.2,2.362,268,5.6,32.50841248,2.675,Forecast
64TH_PLACE,2026-08-20 6:00:00,Sunny,0,66.8,0,3.4,82,71.3,2.362,268,5.65,33.09151139,2.797,Forecast
64TH_PLACE,2026-08-20 7:00:00,Sunny,0,67.8,0,1.8,97,71.4,2.297,268,5.65,31.29527751,2.857,Forecast
64TH_PLACE,2026-08-20 8:00:00,Partly Cloudy,1,70.8,1,4.3,141,71.5,2.297,268,5.7,31.85162711,2.896,Forecast
64TH_PLACE,2026-08-20 9:00:00,Sunny,0,73.1,0,4.7,163,71.6,2.231,268,5.6,29.00247864,2.963,Forecast
64TH_PLACE,2026-08-20 10:00:00,Sunny,0,74.4,1,5.9,173,71.8,2.231,269,5.5,27.97592407,3.096,Forecast
64TH_PLACE,2026-08-20 11:00:00,Cloudy,3,75.9,1,7.4,183,72,2.165,269,5.7,28.29602521,3.314,Forecast
64TH_PLACE,2026-08-20 12:00:00,Cloudy,3,77.1,1,8.1,194,72.1,2.1,256,6.5,34.61985334,3.608,Forecast
64TH_PLACE,2026-08-20 13:00:00,Cloudy,3,76.6,1,9.5,199,72.5,2.1,243,7.6,47.32882199,3.944,Forecast
64TH_PLACE,2026-08-20 14:00:00,Cloudy,3,77.4,1,8.5,203,72.8,2.034,230,8.4,54.2400886,4.263,Forecast
64TH_PLACE,2026-08-20 15:00:00,Cloudy,3,76.7,1,9,207,73,1.969,230,8.6,53.27804199,4.495,Forecast
64TH_PLACE,2026-08-20 16:00:00,Cloudy,3,75.3,1,9.3,200,73.2,1.903,231,8.5,48.6155663,4.575,Forecast
64TH_PLACE,2026-08-20 17:00:00,Partly Cloudy,1,73.9,1,8.8,196,73.3,1.837,231,8.35,43.71708385,4.452,Forecast
64TH_PLACE,2026-08-20 18:00:00,Cloudy,3,73.1,1,7,202,73.2,1.772,230,8.2,39.22970667,4.11,Forecast
64TH_PLACE,2026-08-20 19:00:00,Cloudy,3,71.5,1,5.2,198,73,1.772,230,8.05,37.80760064,3.574,Forecast
64TH_PLACE,2026-08-20 20:00:00,Sunny,0,69.8,1,6.3,184,72.7,1.706,229,8.05,35.04368238,2.905,Forecast
64TH_PLACE,2026-08-20 21:00:00,Sunny,0,69.5,1,5.3,195,72.4,1.706,228,8.45,38.61280863,2.198,Forecast
64TH_PLACE,2026-08-20 22:00:00,Partly Cloudy,1,69.2,1,2.9,180,72.1,1.706,228,9,43.80291304,1.558,Forecast
64TH_PLACE,2026-08-20 23:00:00,Partly Cloudy,1,68.9,0,2.2,127,71.9,1.706,227,9.4,47.78302959,1.084,Forecast
BALLONA_CREEK_AND_JETTY,2026-08-14 0:00:00,Partly Cloudy,2,68.4,0,5,283,72.9,1.444,206,10.9,46.03067074,5.451,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 1:00:00,Cloudy,3,68.6,0,4.9,286,72.8,1.509,205,11.85,59.41212707,4.063,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 2:00:00,Cloudy,3,68.7,0,4,304,72.8,1.575,205,12.55,72.59529742,2.412,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 3:00:00,Cloudy,3,69,0,3.5,325,72.8,1.64,204,12.65,79.97028948,0.862,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 4:00:00,Cloudy,3,69,0,1.3,301,72.8,1.772,202,12.45,90.43281691,-0.247,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 5:00:00,Cloudy,3,70.1,0,1.8,277,72.8,1.837,201,12.3,94.86116555,-0.682,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 6:00:00,Cloudy,3,69.7,0,1.3,315,72.8,1.837,201,12.25,94.0915041,-0.372,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 7:00:00,Cloudy,3,70.8,0,1.1,281,72.8,1.903,201,12.2,100.151431,0.58,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 8:00:00,Cloudy,3,71.3,0,0.2,360,72.8,1.903,201,12.25,100.9740265,1.92,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 9:00:00,Cloudy,3,72.6,0,1.6,82,72.9,1.969,201,12.45,111.6580544,3.315,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 10:00:00,Cloudy,3,74.4,0,0.8,236,72.9,2.034,201,12.75,124.9632143,4.431,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 11:00:00,Cloudy,3,74.4,0,8.1,268,72.9,2.1,201,12.95,137.4162356,5.017,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 12:00:00,Partly Cloudy,1,75.5,0,9.2,273,72.9,2.1,201,13.05,139.5466881,4.965,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 13:00:00,Partly Cloudy,1,76.8,0,9.8,259,73,2.1,201,13.1,140.6180599,4.335,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 14:00:00,Cloudy,3,76.5,0,10.3,269,73,2.1,201,13.15,141.6935287,3.334,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 15:00:00,Partly Cloudy,1,75,0,11.9,274,73,2.1,201,13.25,143.8567574,2.264,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 16:00:00,Partly Cloudy,1,74.9,0,12.4,276,73,2.165,202,13.4,156.38148,1.438,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 17:00:00,Partly Cloudy,1,73.8,0,12.1,272,73,2.165,202,13.5,158.7242411,1.1,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 18:00:00,Partly Cloudy,1,73,0,11.4,270,73,2.165,202,13.55,159.9021535,1.362,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 19:00:00,Partly Cloudy,1,71.3,0,11,274,73,2.165,203,13.5,158.7242411,2.168,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 20:00:00,Sunny,0,69.3,0,10.8,275,72.9,2.165,203,13.5,158.7242411,3.316,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 21:00:00,Sunny,0,68.7,0,10.1,269,72.8,2.165,203,13.45,157.5506833,4.506,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 22:00:00,Sunny,0,68.5,0,8.3,273,72.8,2.165,202,13.45,157.5506833,5.417,Historical
BALLONA_CREEK_AND_JETTY,2026-08-14 23:00:00,Partly Cloudy,2,66.6,0,7.2,272,72.7,2.165,202,13.4,156.38148,5.797,Historical
BALLONA_CREEK_AND_JETTY,2026-08-15 0:00:00,Cloudy,3,68.7,0,4.7,262,72.6,2.165,202,13.4,156.38148,5.525,Historical
BALLONA_CREEK_AND_JETTY,2026-08-15 1:00:00,Cloudy,3,68.7,0,3.1,266,72.6,2.165,203,13.4,156.38148,4.642,Historical
BALLONA_CREEK_AND_JETTY,2026-08-15 2:00:00,Cloudy,3,68.2,0,2.6,329,72.6,2.165,203,13.4,156.38148,3.345,Historical
